0,0,0
0.025,0,0
0.05,0,0
0.075,0,0
0.1,0,0
0.125,0,0
0.15,0,0
0.175,0,0
0.2,0,0
0.225,0,0
0.25,0,0
0.275,0,0
0.3,0,0
0.325,0,0
0.35,0,0
0.375,0,0
0.4,0,0
0.425,0,0
0.45,0,0
0.475,1.6499e-05,1.8399e-07
0.5,0.0015848,1.6983e-05
0.525,0.0058764,5.6822e-05
0.55,0.02249,0.00025043
0.575,0.059736,0.00061499
0.6,0.12527,0.0013608
0.625,0.22722,0.0029697
0.65,0.37466,0.0039604
0.675,0.55472,0.0062347
0.7,0.77546,0.0083519
0.725,1.0265,0.013375
0.75,1.2869,0.014329
0.775,1.5576,0.020651
0.8,1.8148,0.022942
0.825,2.0744,0.02622
0.85,2.2617,0.031412
0.875,2.4215,0.033032
0.9,2.5758,0.034831
0.925,2.6244,0.036297
0.95,2.6887,0.037482
0.975,2.7701,0.039947
1,2.7908,0.037579
1.025,2.7583,0.037442
1.05,2.7565,0.037849
1.075,2.718,0.038381
1.1,2.7778,0.038807
1.125,2.6604,0.038722
1.15,2.7013,0.042001
1.175,2.6392,0.041741
1.2,2.5837,0.038754
1.225,2.5229,0.03898
1.25,2.4912,0.035485
1.275,2.4985,0.038659
1.3,2.4634,0.037113
1.325,2.4111,0.039823
1.35,2.39,0.037918
1.375,2.3075,0.035859
1.4,2.274,0.038263
1.425,2.2631,0.037216
1.45,2.1906,0.03922
1.475,2.1335,0.038833
1.5,2.1451,0.03623
1.525,2.1204,0.03527
1.55,2.051,0.036394
1.575,2.0254,0.035788
1.6,1.9887,0.038197
1.625,1.9589,0.033067
1.65,1.9117,0.034578
1.675,1.8649,0.033709
1.7,1.9083,0.035026
1.725,1.8243,0.031572
1.75,1.8195,0.032637
1.775,1.7623,0.032507
1.8,1.7043,0.032168
1.825,1.7245,0.031282
1.85,1.6993,0.032744
1.875,1.6753,0.031112
1.9,1.6414,0.030873
1.925,1.6507,0.030998
1.95,1.6162,0.028699
1.975,1.5491,0.032019
2,1.5531,0.027979
