0,0,0
0.001,5.0912,0.016901
0.002,4.9666,0.01733
0.003,4.8351,0.016862
0.004,4.6798,0.018181
0.005,4.5771,0.017806
0.006,4.4689,0.020301
0.007,4.3703,0.016754
0.008,4.2802,0.020119
0.009,4.225,0.017285
0.01,4.1368,0.020179
0.011,4.0874,0.016834
0.012,4.0046,0.020057
0.013,3.9349,0.019136
0.014,3.8853,0.01906
0.015,3.8453,0.018956
0.016,3.8036,0.019905
0.017,3.76,0.018581
0.018,3.7016,0.023942
0.019,3.6713,0.018879
0.02,3.6275,0.021382
0.021,3.5948,0.01931
0.022,3.554,0.020795
0.023,3.5232,0.018618
0.024,3.479,0.017887
0.025,3.4455,0.020774
0.026,3.4499,0.019263
0.027,3.4022,0.020273
0.028,3.3979,0.018336
0.029,3.3624,0.017991
0.03,3.3316,0.018242
0.031,3.3105,0.020545
0.032,3.2747,0.020998
0.033,3.2519,0.024682
0.034,3.2276,0.020514
0.035,3.2021,0.019052
0.036,3.2086,0.018859
0.037,3.1876,0.020634
0.038,3.1528,0.018604
0.039,3.1636,0.02207
0.04,3.1422,0.020056
0.041,3.1018,0.018897
0.042,3.073,0.020206
0.043,3.0768,0.019013
0.044,3.0479,0.019506
0.045,3.0203,0.019461
0.046,3.0194,0.019606
0.047,3.0041,0.020458
0.048,2.985,0.024476
0.049,2.959,0.020328
0.05,2.9522,0.018668
0.051,2.9291,0.018053
0.052,2.9204,0.018723
0.053,2.9116,0.0207
0.054,2.9019,0.020033
0.055,2.8774,0.019936
0.056,2.8689,0.019735
0.057,2.8418,0.020499
0.058,2.8452,0.020386
0.059,2.8138,0.019871
0.06,2.8171,0.020764
0.061,2.7949,0.019503
0.062,2.7938,0.020111
0.063,2.8013,0.019687
0.064,2.769,0.018672
0.065,2.763,0.020178
0.066,2.7716,0.021127
0.067,2.7412,0.018926
0.068,2.7294,0.019455
0.069,2.6829,0.01705
0.07,2.7033,0.020564
0.071,2.683,0.017633
0.072,2.6708,0.020767
0.073,2.6767,0.017452
0.074,2.681,0.021801
0.075,2.656,0.01799
0.076,2.665,0.018886
0.077,2.6279,0.019779
0.078,2.6246,0.023401
0.079,2.6028,0.020579
0.08,2.6136,0.017832
0.081,2.6024,0.020659
0.082,2.5761,0.018354
0.083,2.5915,0.021958
0.084,2.5746,0.018521
0.085,2.5717,0.020993
0.086,2.5749,0.020192
0.087,2.5502,0.019447
0.088,2.547,0.020339
0.089,2.5342,0.020078
0.09,2.5021,0.021866
0.091,2.5123,0.01665
0.092,2.5046,0.019321
0.093,2.4857,0.02044
0.094,2.4793,0.018918
0.095,2.4708,0.020042
0.096,2.4826,0.020183
0.097,2.4707,0.019953
0.098,2.461,0.019258
0.099,2.4522,0.01944
0.1,2.429,0.019287
