0,0,0
0.025,0,0
0.05,0,0
0.075,0,0
0.1,0,0
0.125,0,0
0.15,0,0
0.175,0,0
0.2,0,0
0.225,0,0
0.25,0,0
0.275,0,0
0.3,0,0
0.325,0,0
0.35,0,0
0.375,0,0
0.4,0,0
0.425,0,0
0.45,0,0
0.475,0,0
0.5,0,0
0.525,0,0
0.55,0,0
0.575,0,0
0.6,0,0
0.625,0,0
0.65,0,0
0.675,0,0
0.7,0,0
0.725,0,0
0.75,0,0
0.775,0,0
0.8,0,0
0.825,0,0
0.85,0,0
0.875,0,0
0.9,0,0
0.925,0,0
0.95,0.020364,0.00026535
0.975,0.13156,0.0015704
1,0.25445,0.0033519
1.025,0.38839,0.0046859
1.05,0.51584,0.0069942
1.075,0.64856,0.0085096
1.1,0.78878,0.010728
1.125,0.89996,0.011506
1.15,1.0149,0.014564
1.175,1.098,0.014385
1.2,1.1752,0.016011
1.225,1.2652,0.01843
1.25,1.314,0.019907
1.275,1.3745,0.018173
1.3,1.3804,0.020113
1.325,1.4179,0.021161
1.35,1.4422,0.02066
1.375,1.4291,0.023257
1.4,1.4401,0.021252
1.425,1.4502,0.021206
1.45,1.4532,0.021815
1.475,1.4349,0.022986
1.5,1.4315,0.02148
1.525,1.399,0.021747
1.55,1.3738,0.021349
1.575,1.3828,0.018642
1.6,1.3371,0.020649
1.625,1.3302,0.021095
1.65,1.303,0.022368
1.675,1.2841,0.020905
1.7,1.2746,0.019734
1.725,1.2146,0.019168
1.75,1.2187,0.020699
1.775,1.1782,0.019883
1.8,1.1795,0.020183
1.825,1.1494,0.018718
1.85,1.1475,0.019267
1.875,1.1335,0.017794
1.9,1.0818,0.020057
1.925,1.0736,0.017837
1.95,1.0776,0.018203
1.975,1.0204,0.018954
2,1.0442,0.018036
