0,0,0
0.04,0.099305,0.00067657
0.08,0.58861,0.0052578
0.12,1.2813,0.011473
0.16,2.1085,0.021623
0.2,2.9487,0.029639
0.24,3.858,0.042638
0.28,4.6431,0.049893
0.32,5.4144,0.063357
0.36,5.9883,0.081828
0.4,6.3807,0.084299
0.44,6.7859,0.10996
0.48,6.9837,0.098043
0.52,7.0448,0.097291
0.56,7.0976,0.11275
0.6,7.2067,0.12372
0.64,7.1163,0.1118
0.68,6.9729,0.11984
0.72,6.7195,0.12433
0.76,6.7686,0.11411
0.8,6.485,0.12467
0.84,6.4342,0.12652
0.88,6.1232,0.14267
0.92,5.9421,0.15055
0.96,5.7942,0.13141
1,5.6569,0.11246
1.04,5.4899,0.12221
1.08,5.3454,0.13631
1.12,5.1643,0.12445
1.16,4.9716,0.11247
1.2,4.8234,0.13421
1.24,4.9038,0.1214
1.28,4.6213,0.11935
1.32,4.4216,0.1108
1.36,4.4175,0.11666
1.4,4.1363,0.11918
1.44,4.0941,0.092037
1.48,4.1302,0.1046
1.52,3.857,0.095473
1.56,3.797,0.11188
1.6,3.6243,0.098675
1.64,3.5198,0.11126
1.68,3.4483,0.10369
1.72,3.4832,0.10913
1.76,3.4144,0.10194
1.8,3.0966,0.092477
1.84,3.1526,0.10571
1.88,3.1053,0.10164
1.92,2.9591,0.095026
1.96,2.9507,0.094312
2,2.8434,0.089994
