0,0,0
0.025,1.6699,0.04378
0.05,1.6673,0.038939
0.075,1.6402,0.040713
0.1,1.5914,0.042054
0.125,1.5985,0.040146
0.15,1.5734,0.037787
0.175,1.5447,0.038448
0.2,1.4626,0.041093
0.225,1.4307,0.03739
0.25,1.3543,0.037523
0.275,1.3415,0.03447
0.3,1.2638,0.035254
0.325,1.258,0.035455
0.35,1.1997,0.034613
0.375,1.1524,0.035452
0.4,1.1018,0.0359
0.425,1.0695,0.032008
0.45,1.0445,0.033766
0.475,0.96469,0.028064
0.5,0.91383,0.027811
0.525,0.92686,0.032417
0.55,0.83591,0.028948
0.575,0.80278,0.028861
0.6,0.77348,0.027248
0.625,0.75405,0.029398
0.65,0.73496,0.026682
0.675,0.69408,0.02678
0.7,0.71088,0.029169
0.725,0.67115,0.025537
0.75,0.62041,0.024822
0.775,0.59446,0.023259
0.8,0.59259,0.022833
0.825,0.5567,0.020919
0.85,0.56168,0.02237
0.875,0.51769,0.019598
0.9,0.48106,0.019442
0.925,0.47123,0.018861
0.95,0.45686,0.01957
0.975,0.44917,0.020414
1,0.45447,0.018556
1.025,0.39219,0.01779
1.05,0.39237,0.016505
1.075,0.403,0.018284
1.1,0.37063,0.016863
1.125,0.34747,0.014494
1.15,0.34866,0.016294
1.175,0.33435,0.014668
1.2,0.32231,0.013854
1.225,0.30803,0.013635
1.25,0.31611,0.01462
1.275,0.29382,0.012424
1.3,0.30404,0.014758
1.325,0.28965,0.01398
1.35,0.28255,0.01285
1.375,0.2639,0.012025
1.4,0.26231,0.012604
1.425,0.25275,0.011219
1.45,0.24418,0.011319
1.475,0.24116,0.010836
1.5,0.21159,0.0105
1.525,0.22711,0.010216
1.55,0.22077,0.010726
1.575,0.21293,0.011007
1.6,0.19779,0.0091566
1.625,0.19681,0.0097671
1.65,0.19725,0.0088551
1.675,0.17964,0.0084402
1.7,0.19326,0.0086492
1.725,0.18443,0.0086593
1.75,0.18563,0.010085
1.775,0.16588,0.0082718
1.8,0.16536,0.0082943
1.825,0.16436,0.0085117
1.85,0.15058,0.0072316
1.875,0.162,0.0071346
1.9,0.14905,0.0074878
1.925,0.14678,0.0074751
1.95,0.15485,0.0075401
1.975,0.14242,0.0067122
2,0.1423,0.0071304
