0,0,0
0.001,26.49,0.074652
0.002,25.688,0.073754
0.003,24.807,0.084107
0.004,23.986,0.085031
0.005,23.306,0.080195
0.006,22.615,0.080598
0.007,22.184,0.076728
0.008,21.671,0.0798
0.009,21.268,0.072853
0.01,20.869,0.082216
0.011,20.406,0.083901
0.012,20.146,0.080579
0.013,19.768,0.079974
0.014,19.542,0.08273
0.015,19.4,0.085494
0.016,19.121,0.080403
0.017,18.788,0.093135
0.018,18.645,0.086567
0.019,18.403,0.073772
0.02,18.22,0.078033
0.021,17.962,0.071352
0.022,17.863,0.081668
0.023,17.707,0.083186
0.024,17.45,0.072035
0.025,17.37,0.085089
0.026,17.167,0.086122
0.027,17.052,0.085118
0.028,16.955,0.078416
0.029,16.744,0.082145
0.03,16.643,0.08296
0.031,16.529,0.08336
0.032,16.334,0.086206
0.033,16.214,0.094697
0.034,16.243,0.079687
0.035,15.955,0.08079
0.036,16.07,0.07496
0.037,15.787,0.082892
0.038,15.719,0.082525
0.039,15.604,0.080523
0.04,15.606,0.082592
0.041,15.356,0.081855
0.042,15.377,0.075123
0.043,15.274,0.079194
0.044,15.122,0.069587
0.045,15.033,0.086182
0.046,15.036,0.068331
0.047,14.856,0.081819
0.048,14.843,0.083859
0.049,14.742,0.082001
0.05,14.588,0.085627
0.051,14.54,0.078741
0.052,14.509,0.069681
0.053,14.43,0.076971
0.054,14.451,0.085896
0.055,14.309,0.083365
0.056,14.255,0.066028
0.057,14.223,0.080861
0.058,14.04,0.071436
0.059,14.039,0.084525
0.06,13.899,0.078558
0.061,13.912,0.080543
0.062,13.772,0.079711
0.063,13.718,0.084241
0.064,13.641,0.086075
0.065,13.549,0.071467
0.066,13.609,0.069261
0.067,13.45,0.085438
0.068,13.477,0.066626
0.069,13.492,0.075977
0.07,13.306,0.079952
0.071,13.264,0.081615
0.072,13.154,0.092558
0.073,13.182,0.072033
0.074,13.08,0.071563
0.075,13.02,0.081399
0.076,13.018,0.078847
0.077,12.961,0.082659
0.078,12.903,0.076797
0.079,12.863,0.080615
0.08,12.838,0.07149
0.081,12.758,0.077157
0.082,12.769,0.076243
0.083,12.689,0.07314
0.084,12.62,0.082895
0.085,12.613,0.083654
0.086,12.536,0.078428
0.087,12.477,0.082328
0.088,12.448,0.073241
0.089,12.402,0.08322
0.09,12.327,0.068471
0.091,12.268,0.078419
0.092,12.285,0.088342
0.093,12.22,0.085285
0.094,12.185,0.084997
0.095,12.133,0.076827
0.096,12.068,0.069441
0.097,12.103,0.089331
0.098,11.994,0.078696
0.099,12.003,0.073257
0.1,11.965,0.086084
