0,0,0
0.025,0,0
0.05,0,0
0.075,0,0
0.1,0,0
0.125,0,0
0.15,0,0
0.175,0,0
0.2,0,0
0.225,0,0
0.25,0.007719,5.4011e-05
0.275,0.078709,0.00052836
0.3,0.19448,0.0012312
0.325,0.33866,0.0021756
0.35,0.49264,0.0032679
0.375,0.65125,0.0043798
0.4,0.80454,0.0054485
0.425,0.92506,0.0066518
0.45,1.0363,0.0078472
0.475,1.1272,0.0088225
0.5,1.1956,0.0088888
0.525,1.2493,0.0098406
0.55,1.2845,0.010442
0.575,1.3121,0.010198
0.6,1.324,0.010022
0.625,1.3146,0.011844
0.65,1.2985,0.011653
0.675,1.3135,0.011411
0.7,1.2814,0.010316
0.725,1.2591,0.011347
0.75,1.2453,0.010769
0.775,1.2156,0.010714
0.8,1.2043,0.010656
0.825,1.1611,0.012052
0.85,1.1458,0.011072
0.875,1.1104,0.010442
0.9,1.0801,0.011132
0.925,1.0813,0.0098962
0.95,1.0505,0.0097428
0.975,1.0141,0.0095169
1,0.99782,0.010229
1.025,0.9603,0.010056
1.05,0.94333,0.0090666
1.075,0.91367,0.0087515
1.1,0.90184,0.0086577
1.125,0.87507,0.0092073
1.15,0.85091,0.0089876
1.175,0.84016,0.0079602
1.2,0.8002,0.0088538
1.225,0.78184,0.0084527
1.25,0.76533,0.0093846
1.275,0.74678,0.0086234
1.3,0.72692,0.0079328
1.325,0.70712,0.0083816
1.35,0.69332,0.0078401
1.375,0.67228,0.0071488
1.4,0.66253,0.0074598
1.425,0.64407,0.0072451
1.45,0.63453,0.007256
1.475,0.61527,0.0068787
1.5,0.60674,0.0063388
1.525,0.59034,0.0063758
1.55,0.5729,0.0068162
1.575,0.56836,0.0067167
1.6,0.55604,0.006857
1.625,0.53797,0.0067469
1.65,0.53365,0.0059576
1.675,0.51573,0.0062328
1.7,0.50651,0.0055829
1.725,0.49317,0.0055022
1.75,0.48057,0.0058659
1.775,0.47421,0.0059404
1.8,0.45968,0.005706
1.825,0.44847,0.0060248
1.85,0.44044,0.0056619
1.875,0.43194,0.0052322
1.9,0.42036,0.0055737
1.925,0.41998,0.0048201
1.95,0.41033,0.0051055
1.975,0.3965,0.0051805
2,0.39095,0.0047599
