1   12  17  22
0.99518 12  17  22
0.98079 12  17  22
0.95694 12  17  22
0.92388 12  17  22
0.88192 12  17  22
0.83147 12  17  22
0.77301 12  17  23
0.70711 12  18  25
0.63439 12  19  31
0.55557 12  24  57
0.4714  13  39  100
0.38268 16  100 100
0.29028 21  100 100
0.19509 39  100 100
0.098017    100 100 100
