0 1 1 1 1 1 1 1 1
0.015625 1 1 1 0.99996 0.99999 1 1 1
0.03125 1 1 1 0.99923 0.99976 0.99998 1 1
0.046875 1 1 1 0.99575 0.99835 0.99981 0.99999 1
0.0625 1 1 0.99997 0.98581 0.99347 0.99897 0.99994 1
0.078125 1 1 0.99984 0.96421 0.98121 0.99621 0.99967 1
0.09375 1 1 0.99946 0.92483 0.95599 0.9891 0.99875 0.99998
0.10938 1 1 0.99843 0.86176 0.91108 0.9737 0.99615 0.99989
0.125 1 1 0.99609 0.77107 0.83992 0.94439 0.98996 0.99958
0.14062 1 1 0.99129 0.65297 0.73836 0.89432 0.97687 0.9987
0.15625 1 1 0.98227 0.51374 0.60757 0.81676 0.95193 0.99643
0.17187 1 1 0.96646 0.36632 0.45657 0.70754 0.90855 0.99122
0.1875 1 1 0.94047 0.22848 0.30266 0.56855 0.83936 0.98033
0.20313 1 1 0.90014 0.11794 0.1679 0.41085 0.73828 0.95932
0.21875 1 1 0.841 0.045754 0.0713 0.25507 0.60422 0.92182
0.23437 1 1 0.75916 0.010943 0.019428 0.12639 0.4453 0.85979
0.25 1 1 0.65288 0.00094382 0.0021652 0.043652 0.28141 0.76523
0.26562 1 1 0.5246 1.4485e-06 1.2303e-05 0.007724 0.14079 0.63388
0.28125 1 1 0.38292 -4.5964e-05 -1.7807e-05 0.00024511 0.048016 0.47091
0.29688 1 1 0.24327 -0.0062086 -0.0056726 -3.2938e-08 0.0078673 0.29615
0.3125 1 1 0.12531 -0.084102 -0.094289 -0.0019228 0.00016948 0.14289
0.32812 1 1 0.045833 -0.51719 -0.63746 -0.061243 -1.3718e-06 0.043496
0.34375 1 1 0.0087853 -2.1025 -2.7311 -0.5461 -0.0053242 0.005012
0.35938 1 1 0.00031347 -6.5806 -8.7991 -2.7442 -0.13856 1.5553e-05
0.375 1 1 -3.322e-08 -17.124 -23.189 -9.8141 -1.1646 -0.00020448
0.39062 1 1 -0.0029078 -38.719 -52.411 -27.782 -5.715 -0.04252
0.40625 1 1 -0.11023 -78.203 -104.61 -65.914 -20.158 -0.72067
0.42188 1 1 -1.1838 -143.71 -187.93 -135.61 -56.304 -5.2402
0.4375 1 1 -7.3073 -243.33 -307.89 -247.22 -131.24 -24.213
0.45312 1 1 -32.796 -383.1 -464.27 -405.16 -263.4 -83.003
0.46875 1 1 -119.11 -564.58 -648.59 -602.85 -464.24 -227.76
0.48438 1 1 -370.82 -782.59 -843.35 -819.92 -727.89 -521.86
0.5 -1024 -1024 -1024 -1024 -1024 -1024 -1024 -1024
