0 1 1 1 1 1 1 1 1
0.015625 1 1 1 0.99999 1 1 1 1
0.03125 1 1 1 0.99972 0.99992 0.99999 1 1
0.046875 1 1 1 0.99847 0.9994 0.99993 1 1
0.0625 1 1 0.99999 0.99487 0.99764 0.99963 0.99998 1
0.078125 1 1 0.99994 0.98698 0.9932 0.99863 0.99988 1
0.09375 1 1 0.9998 0.97235 0.98396 0.99606 0.99955 0.99999
0.10938 1 1 0.99944 0.94815 0.96715 0.99046 0.99861 0.99996
0.125 1 1 0.99859 0.91154 0.93954 0.97966 0.99637 0.99985
0.14062 1 1 0.99686 0.86001 0.89775 0.96076 0.99162 0.99953
0.15625 1 1 0.99358 0.79189 0.8388 0.93027 0.98245 0.99871
0.17187 1 1 0.98781 0.70693 0.76086 0.88443 0.96619 0.99683
0.1875 1 1 0.9782 0.60679 0.66405 0.81983 0.93932 0.99288
0.20313 1 1 0.96299 0.49543 0.5512 0.73439 0.89771 0.98519
0.21875 1 1 0.93997 0.37914 0.42834 0.62842 0.8372 0.97121
0.23437 1 1 0.90656 0.26611 0.30454 0.50575 0.75448 0.94738
0.25 1 1 0.85997 0.16545 0.191 0.3744 0.64858 0.90911
0.26562 1 1 0.79756 0.085632 0.098957 0.2463 0.52241 0.8512
0.28125 1 1 0.71738 0.032339 0.036813 0.13561 0.3841 0.76884
0.29688 1 1 0.61899 0.0061139 0.0065121 0.05525 0.24729 0.65938
0.3125 1 1 0.50445 4.0391e-05 1.7278e-05 0.011889 0.12931 0.52475
0.32812 1 1 0.37932 -0.0019943 -0.0032635 0.00018313 0.046529 0.37404
0.34375 1 1 0.25334 -0.025973 -0.037103 -0.0022805 0.0067972 0.2248
0.35938 1 1 0.14021 -0.10689 -0.14629 -0.037339 -6.846e-08 0.1009
0.375 1 1 0.055236 -0.28611 -0.3813 -0.164 -0.010441 0.02446
0.39062 1 1 0.009721 -0.60683 -0.79005 -0.45042 -0.091286 0.00053028
0.40625 1 1 2.7304e-06 -1.1081 -1.4078 -0.96029 -0.33434 -0.0042477
0.42188 1 1 -0.010735 -1.818 -2.2471 -1.7358 -0.84008 -0.082678
0.4375 1 1 -0.1199 -2.7468 -3.2897 -2.7806 -1.6909 -0.39692
0.45312 1 1 -0.52343 -3.8816 -4.4826 -4.0484 -2.9196 -1.1643
0.46875 1 1 -1.5641 -5.1828 -5.7402 -5.4398 -4.4823 -2.61
0.48438 1 1 -3.7875 -6.585 -6.9528 -6.812 -6.2461 -4.8897
0.5 -8 -8 -8 -8 -8 -8 -8 -8
